Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-02 00:00:00-05:00,6.897724058480557,6.914912380433257,6.501646698640719,6.886015892028809,890744000,0.0,0.0
2020-03-03 00:00:00-05:00,6.941815302713952,7.001600498433995,6.538015669308391,6.6234588623046875,652792000,0.0,0.0
2020-03-04 00:00:00-05:00,6.730822256303382,7.096757741227879,6.656090415241344,7.087291717529297,597408000,0.0,0.0
2020-03-05 00:00:00-05:00,6.887759038719805,7.0546595502968055,6.763206432322953,6.807796478271484,540328000,0.0,0.0
2020-03-06 00:00:00-05:00,6.628191706945941,6.685735237571004,6.426914546646365,6.627195358276367,515412000,0.0,0.0
2020-03-09 00:00:00-04:00,5.976033967366293,6.461789319883881,5.93318812565467,6.114038467407227,614160000,0.0,0.0
2020-03-10 00:00:00-04:00,6.390545330229934,6.503639221191406,6.127739714689334,6.503639221191406,580648000,0.0,0.0
2020-03-11 00:00:00-04:00,6.363642247247492,6.392040324001195,6.042545707959731,6.1396965980529785,499964000,0.0,0.0
2020-03-12 00:00:00-04:00,5.6163263457188535,5.8818725146378315,5.375690794595212,5.388395309448242,816540000,0.0,0.0
2020-03-13 00:00:00-04:00,5.741874390012752,6.00393305903967,5.470599140720756,5.999449253082275,634836000,0.0,0.0
2020-03-16 00:00:00-04:00,5.291244431847032,5.632269865665609,4.83264176451844,4.89242696762085,726972000,0.0,0.0
2020-03-17 00:00:00-04:00,5.004772651158485,5.501737751770389,4.75790958309167,5.412308692932129,833632000,0.0,0.0
2020-03-18 00:00:00-04:00,4.984594550757143,5.229713853853431,4.500832447175555,5.052350997924805,874268000,0.0,0.0
2020-03-19 00:00:00-04:00,5.030928630332004,5.398857323594585,4.817445852133635,5.305193901062012,765512000,0.0,0.0
2020-03-20 00:00:00-04:00,5.455404616991607,5.737391738796096,5.109895868556676,5.125340461730957,804636000,0.0,0.0
2020-03-23 00:00:00-04:00,5.124343755250975,5.392630494221181,4.945237119241586,5.298219203948975,643876000,0.0,0.0
2020-03-24 00:00:00-04:00,5.704508727858545,6.29389188577092,5.680843905972139,6.207202911376953,1101644000,0.0,0.0
2020-03-25 00:00:00-04:00,6.322289949203913,6.522072336766445,6.069697284326253,6.1185221672058105,793432000,0.0,0.0
2020-03-26 00:00:00-04:00,6.325778119316937,6.532037508762165,6.227630880895632,6.407983303070068,696108000,0.0,0.0
2020-03-27 00:00:00-04:00,6.227630747488496,6.554456877535488,6.194748864743846,6.2956366539001465,638828000,0.0,0.0
2020-03-30 00:00:00-04:00,6.36115103899599,6.625202927403982,6.317059401463064,6.615985870361328,602252000,0.0,0.0
2020-03-31 00:00:00-04:00,6.656091437255974,6.860358120752145,6.420687075782608,6.566413879394531,949960000,0.0,0.0
2020-04-01 00:00:00-04:00,6.368374998501246,6.514848702488128,6.010410733654808,6.055000305175781,656912000,0.0,0.0
2020-04-02 00:00:00-04:00,6.084145239754935,6.3770930978110725,6.036068214514812,6.363890647888184,675764000,0.0,0.0
2020-04-03 00:00:00-04:00,6.32627488366985,6.36787540150754,5.938418331072748,6.075924396514893,663212000,0.0,0.0
2020-04-06 00:00:00-04:00,6.358162576268482,6.722852844771327,6.300619038049027,6.685985088348389,727884000,0.0,0.0
2020-04-07 00:00:00-04:00,6.907687489351205,6.931352788830368,6.409477059969126,6.452572345733643,784520000,0.0,0.0
2020-04-08 00:00:00-04:00,6.561679979428818,6.674773858148314,6.4916813839654885,6.649863243103027,542444000,0.0,0.0
2020-04-09 00:00:00-04:00,6.775661826768394,6.798579270169041,6.487197761128774,6.5502214431762695,525564000,0.0,0.0
2020-04-13 00:00:00-04:00,6.490436617557893,6.730823194143778,6.402004378020009,6.722104549407959,398408000,0.0,0.0
2020-04-14 00:00:00-04:00,6.850393053529761,7.107469519310405,6.82274236090952,7.073342323303223,530948000,0.0,0.0
2020-04-15 00:00:00-04:00,6.905196214417297,7.078822670323194,6.8598592640862055,6.995870590209961,366148000,0.0,0.0
2020-04-16 00:00:00-04:00,7.151312306162438,7.448245571354092,7.138109855666511,7.341130256652832,745620000,0.0,0.0
2020-04-17 00:00:00-04:00,7.423335631647237,7.444758791564301,7.147825499334957,7.281844139099121,539120000,0.0,0.0
2020-04-20 00:00:00-04:00,7.155297920181035,7.31123763687663,7.106224070871141,7.150564670562744,449388000,0.0,0.0
2020-04-21 00:00:00-04:00,7.0324898266426485,7.093769309041945,6.653849770858671,6.713634967803955,735160000,0.0,0.0
