Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-02 00:00:00-05:00,97.47336245294225,99.9601295438927,97.40345358273868,98.42213439941406,16525600,0.0,0.0
2024-12-03 00:00:00-05:00,100.9887947585631,103.54547059919925,99.50072261802548,99.71044921875,23479700,0.0,0.0
2024-12-04 00:00:00-05:00,100.6392461005379,103.27582767191274,99.67051109008212,103.06609344482422,16306200,0.0,0.0
2024-12-05 00:00:00-05:00,103.74520941987154,104.11473207529131,100.47945570879278,100.73912048339844,13448900,0.0,0.0
2024-12-06 00:00:00-05:00,100.74910217673094,102.05740759039121,99.90020660326888,101.03872680664062,12381000,0.0,0.0
2024-12-09 00:00:00-05:00,100.51940200871651,104.36440487494716,100.23976654491719,102.68658447265625,14141900,0.0,0.0
2024-12-10 00:00:00-05:00,104.82380913068802,104.86375814336776,97.14378478652104,97.97270965576172,23548500,0.0,0.0
2024-12-11 00:00:00-05:00,99.37089820985067,102.52680175005395,98.17245826416317,101.92757415771484,15248400,0.0,0.0
2024-12-12 00:00:00-05:00,101.26842931952969,101.84767856557994,97.63315303386152,98.1125259399414,19334900,0.0,0.0
2024-12-13 00:00:00-05:00,100.63924574827003,103.06609308406165,99.54067454208142,102.36700439453125,23926000,0.0,0.0
2024-12-16 00:00:00-05:00,105.4729666990651,110.98580088851996,104.40435537884944,108.1195297241211,42741200,0.0,0.0
2024-12-17 00:00:00-05:00,109.60759288805535,110.34663056085792,107.54027914018572,108.4590835571289,35811500,0.0,0.0
2024-12-18 00:00:00-05:00,110.10694940536617,111.89462777490384,102.59671004113365,103.76519012451172,63024300,0.0,0.0
2024-12-19 00:00:00-05:00,89.96312334709405,90.88192782166716,84.5002194336394,86.97699737548828,91396800,0.0,0.0
2024-12-20 00:00:00-05:00,85.29917941863982,90.13289559133266,83.43160310492034,90.00306701660156,49578400,0.0,0.0
2024-12-23 00:00:00-05:00,89.88321975411105,90.98179091609565,88.28529737127029,89.60358428955078,26041500,0.0,0.0
2024-12-24 00:00:00-05:00,89.46376783733298,89.58360725557638,88.11552104562936,89.16415405273438,13021300,0.0,0.0
2024-12-26 00:00:00-05:00,88.38516614488867,90.51239960400171,87.98568364406364,89.70345306396484,14468200,0.0,0.0
2024-12-27 00:00:00-05:00,88.88452205582018,89.37388414491599,87.46636634158598,88.51499938964844,19422600,0.0,0.0
2024-12-30 00:00:00-05:00,86.98999786376953,87.05000305175781,84.58000183105469,85.30999755859375,22022900,0.115,0.0
2024-12-31 00:00:00-05:00,85.44000244140625,86.4000015258789,84.08999633789062,84.16000366210938,18691500,0.0,0.0
2025-01-02 00:00:00-05:00,84.9800033569336,87.6500015258789,84.73999786376953,87.33000183105469,18860000,0.0,0.0
2025-01-03 00:00:00-05:00,87.94999694824219,90.19999694824219,87.51000213623047,89.87000274658203,17484600,0.0,0.0
2025-01-06 00:00:00-05:00,95.56999969482422,101.5199966430664,95.4800033569336,99.26000213623047,42903300,0.0,0.0
2025-01-07 00:00:00-05:00,103.41000366210938,106.73999786376953,101.16000366210938,101.91000366210938,53570000,0.0,0.0
2025-01-08 00:00:00-05:00,102.81999969482422,103.4800033569336,98.30000305175781,99.41000366210938,33516900,0.0,0.0
2025-01-10 00:00:00-05:00,98.12000274658203,100.77999877929688,96.87000274658203,99.33999633789062,20512600,0.0,0.0
2025-01-13 00:00:00-05:00,95.83999633789062,96.0,92.87999725341797,95.05999755859375,22699100,0.0,0.0
2025-01-14 00:00:00-05:00,97.05000305175781,97.41000366210938,95.37999725341797,97.36000061035156,18613400,0.0,0.0
2025-01-15 00:00:00-05:00,99.44000244140625,103.93000030517578,99.3499984741211,103.19000244140625,27568100,0.0,0.0
2025-01-16 00:00:00-05:00,104.31999969482422,104.80000305175781,101.87000274658203,102.5999984741211,16243800,0.0,0.0
2025-01-17 00:00:00-05:00,104.63999938964844,105.87999725341797,102.5,105.75,18908900,0.0,0.0
2025-01-21 00:00:00-05:00,105.43000030517578,110.23999786376953,105.2300033569336,109.37999725341797,23533600,0.0,0.0
2025-01-22 00:00:00-05:00,109.16999816894531,110.66999816894531,107.76000213623047,109.2300033569336,20004300,0.0,0.0
2025-01-23 00:00:00-05:00,104.79000091552734,106.18000030517578,103.3499984741211,104.83999633789062,22677600,0.0,0.0
2025-01-24 00:00:00-05:00,105.5,105.72000122070312,102.72000122070312,103.19000244140625,19743800,0.0,0.0
2025-01-27 00:00:00-05:00,94.86000061035156,96.0999984741211,88.36000061035156,91.11000061035156,50696200,0.0,0.0
2025-01-28 00:00:00-05:00,92.61000061035156,93.44999694824219,88.04000091552734,88.25,34793600,0.0,0.0
2025-01-29 00:00:00-05:00,89.87999725341797,90.44999694824219,87.76000213623047,89.01000213623047,25342800,0.0,0.0
2025-01-30 00:00:00-05:00,90.66000366210938,93.16000366210938,90.30000305175781,92.5,22497100,0.0,0.0
2025-01-31 00:00:00-05:00,91.6500015258789,94.2699966430664,91.13999938964844,91.23999786376953,20540200,0.0,0.0
2025-02-03 00:00:00-05:00,88.6500015258789,91.4000015258789,88.0199966430664,89.91999816894531,18607900,0.0,0.0
2025-02-04 00:00:00-05:00,89.05000305175781,91.44999694824219,88.80000305175781,90.66000366210938,12827500,0.0,0.0
2025-02-05 00:00:00-05:00,90.38999938964844,93.6500015258789,90.22000122070312,93.5999984741211,15660000,0.0,0.0
2025-02-06 00:00:00-05:00,94.87999725341797,96.61000061035156,93.58000183105469,94.54000091552734,16141100,0.0,0.0
2025-02-07 00:00:00-05:00,95.58999633789062,95.93000030517578,91.58999633789062,92.30000305175781,15602800,0.0,0.0
2025-02-10 00:00:00-05:00,93.19000244140625,96.26000213623047,93.16999816894531,95.93000030517578,16217900,0.0,0.0
2025-02-11 00:00:00-05:00,94.25,95.83999633789062,93.55999755859375,94.08000183105469,12124000,0.0,0.0
2025-02-12 00:00:00-05:00,89.5999984741211,92.63999938964844,87.3499984741211,91.68000030517578,22874700,0.0,0.0
2025-02-13 00:00:00-05:00,92.05999755859375,96.06999969482422,92.0199966430664,95.66000366210938,16579900,0.0,0.0
2025-02-14 00:00:00-05:00,98.41000366210938,100.69999694824219,98.0,99.5199966430664,21284500,0.0,0.0
2025-02-18 00:00:00-05:00,102.63999938964844,107.87999725341797,102.05000305175781,106.79000091552734,29641900,0.0,0.0
2025-02-19 00:00:00-05:00,105.76000213623047,107.19000244140625,103.62000274658203,104.36000061035156,17875900,0.0,0.0
2025-02-20 00:00:00-05:00,103.9800033569336,104.8499984741211,102.33999633789062,103.18000030517578,14488000,0.0,0.0
2025-02-21 00:00:00-05:00,103.63999938964844,103.66000366210938,97.75,98.83999633789062,18650800,0.0,0.0
2025-02-24 00:00:00-05:00,100.22000122070312,100.69999694824219,95.27999877929688,95.41000366210938,14883700,0.0,0.0
2025-02-25 00:00:00-05:00,95.5,95.93000030517578,92.76000213623047,93.22000122070312,18608200,0.0,0.0
2025-02-26 00:00:00-05:00,96.0,99.72000122070312,95.5,97.70999908447266,21335200,0.0,0.0
2025-02-27 00:00:00-05:00,97.83999633789062,99.88999938964844,91.48999786376953,91.81999969482422,22386300,0.0,0.0
2025-02-28 00:00:00-05:00,91.0,94.45999908447266,89.87000274658203,93.62999725341797,23344300,0.0,0.0
